Age (s),L_FUV/M (L_sun/M_sun)
97900000.0,2.431287857513076
98000000.0,2.430343325704642
98100000.0,2.426423360415331
98200000.0,2.4218046194347354
98300000.0,2.4245840882187397
98400000.0,2.4274526093932685
98500000.0,2.417615718776888
98600000.0,2.4164927026018908
98700000.0,2.415037552382963
98800000.0,2.4101976754528747
98900000.0,2.408074058879447
99000000.0,2.4114238405858566
99100000.0,2.4042683838528878
99200000.0,2.403069832915362
99300000.0,2.4026668354567944
99400000.0,2.3979513257886715
99500000.0,2.393432559231706
99600000.0,2.394437890530549
99700000.0,2.3970524574763368
99800000.0,2.389373109882237
99900000.0,2.385185513147241
