Figure_3_star_formation_history_surface_density[28]
lookback_myr,sfr_surface_density_msun_per_myr_per_kpc2,sfr_surface_density_uncertainty_msun_per_myr_per_kpc2
5.6000000000000000,1730.3166533829300,284.7227923166120
5.7,1152.1055998455400,267.03249611537
5.800000000000000,836.1535372565040,252.0644319046670
5.9,756.3655849098190,258.42147743763600
6.0,484.9589124579380,266.67982984582000
6.1000000000000000,497.7490050884860,273.0575750759340
6.2,534.4009678444580,284.50228099727100
6.300000000000000,594.0320304969280,343.92245433740500
6.4,676.0732983594960,380.5971266396710
6.5,779.3802264992140,462.0315736975150
6.6000000000000000,901.9337763618890,545.8552675476690
6.7,1040.771206988720,592.2270628605030
6.800000000000000,1191.9909363280800,662.914218230459
6.9,1350.7549779542600,692.8633432041730
7.0,1958.9682275880400,722.7978806093590
7.1000000000000000,2211.7252604375600,732.9196903172150
7.2,2442.675427696620,681.0726561030850
7.300000000000000,2609.979037584900,693.7037333816600
7.4,2736.383731594770,673.7985423315990
7.5,2776.165582543150,866.7130208076100
7.6000000000000000,2811.9830744585800,1093.1800262504700
7.7,2804.2542718583400,1272.7917974008100
7.800000000000000,2747.7346537647200,1399.342741657400
7.9,2861.8457402747700,1442.9016983507400
8.0,4911.069528409800,1509.5375081821200
8.1,4587.130698882870,1606.1910509183200
8.200000000000000,4272.848030959270,1591.8619095668900
8.3,3986.066939018070,1612.3060368888000
8.4,1899.910943054260,1549.5480250198200
8.5,1778.1474048613500,1428.3570239267800
8.6,1681.0603948239300,1225.612434887170
8.700000000000000,1809.9998158206500,1099.0668584575400
8.8,2296.856303425850,951.6959298602420
8.9,1843.8770763546600,742.7916688222830
9.0,1744.9186826638000,601.654479620757
9.1,1645.8815910024200,571.8578338567680
9.200000000000000,1549.2757034366100,534.9510216631020
9.3,1459.9299426150400,523.2749692777590
9.4,1211.2415016204600,543.5583126911750
9.5,807.4471413494070,580.1860359623320
9.600000000000000,684.0821452337850,664.6505013648930
9.700000000000000,698.1740633548400,759.3627639348860
9.8,743.4554768711610,955.8798587058300
9.9,959.2503704756300,1080.0167159205100
10.0,1115.0992962540700,1240.8868886538600
10.100000000000000,1385.1299575777900,1435.8152827711900
10.200000000000000,1646.9437012912700,1540.4739536365900
10.3,2121.2504770550300,1609.862513872610
10.4,2472.482354391590,1550.7139695217000
10.5,2823.431413943210,1441.5080253267100
10.600000000000000,3445.5352433628400,1363.7601173201600
10.700000000000000,4009.341753055150,1151.2760999418700
10.8,4219.348635044,990.0915245270090
10.9,4026.844025247000,979.8265019555140
11.0,3997.873176919590,983.6631245732320
11.100000000000000,3881.3669613074700,999.4079760012240
11.200000000000000,3693.4530376124600,1061.3970358910500
11.3,3464.537253663050,1136.4508400396200
11.4,3225.42061875215,1201.0983587170100
11.5,3001.6961182137300,1229.3935523476700
11.600000000000000,2619.6486144641600,1176.1924903805700
11.700000000000000,2324.315352886810,1076.8890378872800
11.8,1627.8719987205600,993.0821173426220
11.9,1713.1114949962100,914.0987093773190
